id,label,left_title,left_authors,left_venue,left_year,left_vldb,right_title,right_authors,right_venue,right_year,right_vldb
129,0,adapting materialized views after redefinitions 1995,"ashish gupta, inderpal singh mumick, kenneth a. ross",sigmod conference,VAL -,,"rainbow : multi-xquery optimization using materialized xml views xin zhang, katica dimitrova, ling wang, maged el sayed, brian murphy, bradford pielech, mukesh mulchandani, luping ding, elke a. rundensteiner international conference on management of data",VAL -,international conference on management of data,2003,
130,0,editor's notes 1996,jennifer widom,ACM SIGMOD Record,VAL -,,editorial,richard snodgrass,TODS,2001,
131,0,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson, simin h. pakzad, m. w. bright",ACM Trans. Database Syst.,1994,VAL -,semantic integration in heterogeneous databases using neural networks,"wen-syan li, chris clifton",VLDB,VAL -,VLDB
132,0,lambda-db : an odmg-based object-oriented dbms 2000,"arvind rajendran, david maier, leonidas fegaras, chandrasekhar srinivasan",sigmod conference,VAL -,,"metu object-oriented dbms asuman dogac, budak arpinar, cem evrendilek, cetin ozkan, ilker altintas, ilker durusoy, mehmet altinel, tansel okay, yuksel saygin international conference on management of data 1994",VAL -,international conference on management of data,1994,
133,0,a query language for a web-site management system,VAL -,SIGMOD Conference,VAL -,,catching the boat with strudel : experiences with a web-site management system,"mary fernández, daniela florescu, jaewoo kang, alon levy, dan suciu",SIGMOD Conference,VAL -,
134,0,applying update streams in a soft real-time database system 1995,"brad adelberg, hector garcia-molina, ben kao",sigmod conference,VAL -,,index concurrency control in firm real-time database systems,"brajesh goyal, jayant r. haritsa, s. seshadri, v. srinivasan",VLDB,1995,
135,0,acm multimedia '94 conference workshop on multimedia database management systems,VAL -,ACM SIGMOD Record,VAL -,,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"kun-lung wu, philip s. yu, jen-yao chung, james z. teng",VLDB,VAL -,
136,0,aurora : a data stream management system,"nesime tatbul, daniel j. abadi, c. erwin, anurag maskey, mitch cherniack, alex rasin, christian convey, a. singer, eduardo f. galvez, r. yan, ugur çetintemel, ying xing, stanley b. zdonik, michael stonebraker, donald carney, m. hatoun",sigmod conference,2003,VAL -,the mariposa distributed database management system,jeff sidell,acm sigmod record,1996,VAL -
137,0,a logical foundation for deductive object-oriented databases,VAL -,VAL -,VAL -,,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",acm transactions on database systems (tods),1994,
138,1,zoo : a desktop experiment management environment vldb,"miron livny, yannis e. ioannidis, nagavamsi ponnekanti, shivani gupta",VAL -,1996,,"zoo : a desktop experiment management environment yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti","yannis e. ioannidis, miron livny, s. gupta, nagavamsi ponnekanti",VLDB,1996,
139,0,the database and information system research group at the university of ulm sigmod record,"peter dadam, wolfgang klas",VAL -,1997,,database research at the university of illinois at urbana-champaign,"m. winslett, k. chang, a. doan, j. han, c. zhai, y. zhou",ACM SIGMOD Record,2002,
140,0,"online scaling in a highly available database svein erik bratsberg , rune humborstad",VAL -,VLDB,2001,VLDB,"a scalable and highly available networked database architecture roger bamford , rafiul ahad , angelo pruscino",VAL -,VLDB,1999,VLDB
141,0,the mlpq/gis constraint database system sigmod conference,"yuguo liu, yiming li, pradip kanjamala, rui chen, yonghui wang, peter z. revesz",SIGMOD Conference,2000,,safe query languages for constraint databases peter z. revesz acm transactions on database systems (tods),VAL -,ACM Transactions on Database Systems (TODS),1998,
142,0,combining multi-visual features for efficient indexing in a large image database,"quan z. sheng, anne h. h. ngu, ron lei, du q. huynh",VAL -,2001,VLDB Journal,an efficient algorithm for mining association rules in large databases,"ashoka savasere, edward omiecinski, shamkant b. navathe",VLDB,1995,VLDB
143,0,index configuration in object-oriented databases,VAL -,VLDB Journal,VAL -,,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",ACM Transactions on Database Systems (TODS),1994,
144,0,databases for networks 1994,h. v. jagadish,SIGMOD Conference,VAL -,,an experimental object-based sharing system for networked databases,VAL -,VLDB Journal,1996,
145,0,reasoning on regular path queries,"giuseppe de giacomo, moshe y. vardi, maurizio lenzerini, diego calvanese",SIGMOD Conference,2003,VAL -,"xpath queries on streaming data feng peng , sudarshan s. chawathe",VAL -,SIGMOD Conference,2003,VAL -
146,0,optimizing queries with universal quantification in object-oriented and object-relational databases,VAL -,VAL -,VAL -,VAL -,versioning and configuration management in an object-oriented data model,VAL -,VLDB Journal,1994,VLDB Journal
147,1,"active storage hierarchy , database systems and applications - socratic exegesis",VAL -,VAL -,1999,VAL -,"active storage hierarchy , database systems and applications - socratic exegesis",VAL -,VLDB,1999,VLDB
148,0,"coalescing in temporal databases michael d. soo , richard t. snodgrass , michael h. böhlen",VAL -,SIGMOD Conference,1996,VLDB,semantic assumptions and query evaluation in temporal databases,"claudio bettini , x. sean wang , elisa bertino , sushil jajodia",SIGMOD Conference,1995,VAL -
149,1,"qc-trees : an efficient summary structure for semantic olap laks v. s. lakshmanan , jian pei , yan zhao 2003",VAL -,sigmod conference,VAL -,,"qc-trees : an efficient summary structure for semantic olap laks v. s. lakshmanan , jian pei , yan zhao 2003",VAL -,international conference on management of data,VAL -,
150,0,query decomposition and view maintenance for query languages for unstructured data 1996,dan suciu,VLDB,VAL -,,safe query languages for constraint databases peter z. revesz acm transactions on database systems ( tods ),VAL -,ACM Transactions on Database Systems,1998,
151,0,minimal probing : supporting expensive predicates for top-k queries sigmod conference,"kevin chen-chuan chang, seung-won hwang",VAL -,2002,VAL -,"optimizing disjunctive queries with expensive predicates a. kemper, g. moerkotte, k. peithner, m. steinbrunn","a. kemper, g. moerkotte, k. peithner, m. steinbrunn",SIGMOD Conference,1994,VAL -
152,1,report on dart ' 96 : databases : active and real-time ( concepts meet practice ),VAL -,VAL -,VAL -,VAL -,report on dart ' 96 : databases : active and real-time ( concepts meet practice ),"krithi ramamritham, nandit soparkar",ACM SIGMOD Record,1997,VAL -
153,1,optimization of run-time management of data intensive web-sites,VAL -,VAL -,VAL -,VAL -,optimization of run-time management of data intensive web-sites,VAL -,VLDB,1999,VLDB
154,0,efficient testing of high performance transaction processing systems 1997,"d. wildfogel, ramana yerneni",VLDB,VAL -,,enterprise transaction processing on windows nt 1995,greg hope,SIGMOD Conference,VAL -,
155,0,warehousing workflow data : challenges and opportunities vldb,"umeshwar dayal, ming-chien shan, angela bonifati, fabio casati",VAL -,2001,,"mining system audit data : opportunities and challenges wenke lee , wei fan",VAL -,ACM SIGMOD Record,2001,
156,0,optimizing the secure evaluation of twig queries vldb,"sihem amer-yahia, divesh srivastava, sungran cho, laks v. s. lakshmanan",VAL -,2002,,"optimizing multi-feature queries for image databases ulrich g üntzer, wolf-tilo balke, werner kißling 2000",VAL -,VLDB,2000,
157,1,real business processing meets the web james chong 1998,VAL -,SIGMOD Conference,VAL -,,real business processing meets the web 1998,james chong,International Conference on Management of Data,VAL -,
158,1,starts : stanford proposal for internet meta-searching ( experience paper ),VAL -,SIGMOD Conference,1997,VAL -,starts : stanford proposal for internet meta-searching,VAL -,SIGMOD Conference,1997,VAL -
159,0,"querying atsql databases with temporal logic jan chomicki , david toman , michael h. böhlen 2001",VAL -,ACM Trans . Database Syst .,VAL -,,logical design for temporal databases with multiple granularities,"x. sean wang, claudio bettini, alexander brodsky, sushil jajodia",ACM Transactions on Database Systems (TODS),1997,
160,0,query caching and optimization in distributed mediator systems,VAL -,sigmod conference,VAL -,,distributed processing over stand-alone systems and applications,"gustavo alonso, claus hagen, hans-jörg schek, markus tresch",vldb,VAL -,
161,0,"a framework for providing consistent and recoverable agent-based access to heterogeneous in mobile databases bharat k. bhargava , evaggelia pitoura",VAL -,SIGMOD Conference,VAL -,VAL -,"spatial and temporal content-based access to hypervideo databases haitao jiang , ahmed k. elmagarmid",VAL -,VLDB Journal,1998,VLDB Journal
162,0,pixel-oriented database visualizations 1996,daniel a. keim,ACM SIGMOD Record,VAL -,,delaunay : a database visualization system,"isabel f. cruz, m. averbuch, wendy t. lucas, melissa radzyminski, kirby zhang",SIGMOD Conference,1997,
163,1,materialized views in oracle,"randall g. bello, william d. norcott, mohamed ziauddin, harry sun, karl dias, alan downing, james j. feenan jr., andrew witkowski, james l. finnerty",VLDB,1998,VLDB,materialized views in oracle,VAL -,VLDB,1998,VLDB
164,0,a fast index for semistructured data,"brian cooper, gísli r. hjaltason, michael j. franklin, neal sample, moshe shadmon",VLDB,2001,,query rewriting for semistructured data,VAL -,SIGMOD Conference,1999,
165,0,research in database engineering at the university of namur sigmod record,jean-luc hainaut,SIGMOD Conference,2003,,database research at the university of oklahoma acm sigmod record,"le gruenwald, leonard brown, ravi dirckze, sylvain guinepain, carlos sanchez, brian summers, sirirut vanichayobon",ACM SIGMOD Record,1999,
166,0,data stream query processing : a tutorial,"divesh srivastava, nick koudas",VAL -,2003,VLDB,online query processing : a tutorial,VAL -,SIGMOD Conference,2001,VAL -
167,1,a hypertext query language for images li yang,VAL -,SIGMOD Conference,1994,VAL -,a hypertext query language for images,li yang,ACM SIGMOD Record,1994,VAL -
168,0,qursed : querying and reporting semistructured data,VAL -,SIGMOD Conference,2002,,modelling and querying video data,"rune hjelsvold , roger midtstraum",VLDB,1994,
169,0,effective timestamping in databases,VAL -,VAL -,VAL -,,binding propagation in disjunctive databases,VAL -,VLDB,1998,
170,0,mining quantitative association rules in large relational tables,VAL -,SIGMOD Conference,1996,,data mining with optimized two-dimensional association rules,"takeshi fukuda, yasuhiko morimoto, shimichi morishita, takeshi tokuyama",ACM Transactions on Database Systems (TODS),VAL -,
171,0,the araneus web-base management system sigmod conference,"giansalvatore mecca, paolo merialdo, alessandro masci, paolo atzeni, giuseppe sindoni",VAL -,1998,,a query language for a web-site management system,"mary fernandez, daniela florescu, alon levy, dan suciu",ACM SIGMOD Record,VAL -,
172,0,outerjoin simplification and reordering for query optimization,VAL -,ACM Trans . Database Syst .,VAL -,,coloring away communication in parallel query optimization,VAL -,VAL -,1995,
173,1,database techniques for the world-wide web : a survey 1998,"daniela florescu, alberto o. mendelzon, alon y. levy",sigmod record,VAL -,,database techniques for the world-wide web : a survey,"daniela florescu, alon levy, alberto mendelzon",acm sigmod record,1998,
174,0,mocha : a self-extensible database middleware system for distributed data sources,VAL -,SIGMOD Conference,VAL -,,the mariposa distributed database management system,jeff sidell,ACM SIGMOD Record,1996,
175,0,design and implementation of advanced knowledge processing in the kdms krisys ( demonstration description ),VAL -,SIGMOD Conference,VAL -,VAL -,the design and implementation of a sequence database system,VAL -,VLDB,1996,VLDB
176,0,bulk-loading techniques for object databases and an application to relational data,VAL -,VAL -,VAL -,VAL -,optimizing queries with universal quantification in object-oriented and object-relational databases,VAL -,VLDB,1997,VLDB
177,0,timber : a native system for querying xml,VAL -,SIGMOD Conference,2003,,psoup : a system for streaming queries over streaming data,VAL -,VLDB Journal,2003,
178,0,datablitz : a high performance main-memory storage manager,VAL -,VAL -,1998,VAL -,"high-performance and scalability through application tier,in-memory data management",VAL -,VLDB,2000,VLDB
