id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
110,0,On Supporting Containment Queries in Relational Database Management Systems,"Guy M. Lohman, David J. Dewitt, Qiong Luo, Jeffrey F. Naughton, Chun Zhang",SIGMOD Conference,2001,Querying Multiple Features of Groups in Relational Databases,VAL -,VLDB,1996
111,0,Efficient Schemes for Managing MultiversionXML Documents,"Shu-Yao Chien, Carlo Zaniolo, Vassilis J. Tsotras",VLDB Journal,2002,Efficient Filtering of XML Documents for Selective Dissemination of Information,"Mehmet Altinel, Michael J. Franklin",VLDB,VAL -
112,0,Data Extraction and Transformation for the Data Warehouse,VAL -,SIGMOD Conference,1995,Data Warehouse Configuration,"Dimitri Theodoratos, Timos K. Sellis",VLDB,VAL -
113,0,Weaving Relations for Cache Performance,"Mark D. Hill, Anastassia Ailamaki, David J. Dewitt, Marios Skounakis",VLDB,2001,DBSIM : A Simulation Tool for Predicting Database Performance,"Mark Lefler, Mark Stokrp, Craig Wong",SIGMOD Conference,VAL -
114,0,TREX : DTD-Conforming XML to XML Transformations,"Xueqing Gong, Kun Yue, Aoying Zhou, Zhimao Guo, Jianchang Xiao, Wenfei Fan, Hongwei Wu, Qing Wang, Shihui Zheng",SIGMOD Conference,2003,Composing XSL Transformations with XML Publishing Views,"Chengkai Li, Philip Bohannon, P. P. S. Narayan",International Conference on Management of Data,2003
115,0,Reminiscences on Influential Papers,"Kenneth A. Ross, Kyuseok Shim, Mary F. Fernandez",ACM SIGMOD Record,2002,Reminiscences in Influential Papers,Richard Snodgrass,ACM SIGMOD Record,VAL -
116,0,"Watermarking Relational Data: Framework, Algorithms and Analysis","Peter J. Haas, Rakesh Agrawal, Jerry Kiernan",VLDB Journal,2003,A System for Watermarking Relational Databases,"Rakesh Agrawal, Peter J. Haas, Jerry Kiernan",SIGMOD Conference,2003
117,0,Report on the Fourth International Conference on Flexible Query Answering Systems,"Gabriella Pasi, Amihai Motro, Patrick Bosc",ACM SIGMOD Record,2001,Report on FQAS 2002: Fifth International Conference on Flexible Query Answering Systems ACM SIGMOD Record 2003,"Amihai Motro, Troels Andreasen",VAL -,VAL -
118,1,Why Decision Support Fails and How to Fix It,"Kevin Strehlo, Ralph Kimball",ACM SIGMOD Record,1995,Why Decision Support Fails and How to Fix It,"Ralph Kimball, Kevin Strehlo",ACM SIGMOD Record,1995
119,0,Data Extraction and Transformation for the Data Warehouse,VAL -,SIGMOD Conference,1995,Data Warehousing and OLAP for Decision Support,"Surajit Chaudhuri, Umeshwar Dayal",International Conference on Management of Data,VAL -
120,0,Workshop Report: The First International Workshop on Active and Real-Time Database Systems (ARTDB-95),"Mikael Berndtsson, Jörgen Hansson",ACM SIGMOD Record,1996,Report on NGITS '99: The Fourth International Workshop on Next Generation Information Technologies and Systems,Opher Etzion,ACM SIGMOD Record,1999
121,0,Reminiscences on Influential Papers,"Kaladhar Voruganti, Renée J. Miller, Kenneth A. Ross, Flip Korn",ACM SIGMOD Record,2002,Influential Papers,Kenneth A. Ross,ACM SIGMOD Record,2002
122,0,Discover: Keyword Search in Relational Databases,"Vagelis Hristidis, Yannis Papakonstantinou",VLDB,2002,Data Page Layouts for Relational Databases on Deep Memory Hierarchies,"Anastassia Ailamaki, David J. Dewitt, Mark D. Hill",VLDB Journal,2002
123,0,Constructing the Next 100 Database Management Systems,"Andreas Geppert, Klaus R. Dittrich",ACM SIGMOD Record,1994,Data Grid Management Systems,"Arun Jagatheesan, Arcot Rajasekar",SIGMOD Conference,VAL -
124,1,Views in a Large-Scale XML Repository,"Vincent Aguilera, Dan Vodislav, Pierangelo Veltri, Sophie Cluet, Tova Milo",VLDB Journal,2002,Views in a Large-Scale XML Repository,"Vincent Aguilera, Sophie Cluet, Tova Milo, Pierangelo Veltri, Dan Vodislav",VLDB Journal,2002
125,1,Automata Theory for XML Researchers,Frank Neven,ACM SIGMOD Record,2002,Automata Theory for XML Researchers Frank Neven 2002,VAL -,ACM SIGMOD Record,VAL -
126,0,Infomaster: An Information Integration System,"Arthur M. Keller, Michael R. Genesereth, Oliver M. Duschka",SIGMOD Conference,1997,Environmental Information Systems,Oliver G. Nüther,ACM SIGMOD Record,VAL -
127,0,Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,"K. Bernhard Schiefer, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Jarek Gryz, Xiaoyan Qian, Qi Cheng",VLDB,1999,Investigation of Algebraic Query Optimisation Techniques for Database Programming Languages,VAL -,Very Large Data Bases,VAL -
128,0,Reminiscences on Influential Papers,"Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",ACM SIGMOD Record,VAL -,Reminiscences on Influential Papers,Kenneth A. Ross,ACM SIGMOD Record,2003
129,0,Adapting Materialized Views After Redefinitions,"Ashish Gupta, Inderpal Singh Mumick, Kenneth A. Ross",SIGMOD Conference,1995,Rainbow: Multi-XQuery Optimization Using Materialized XML Views,"Xin Zhang, Katica Dimitrova, Ling Wang, Maged El Sayed, Brian Murphy, Bradford Pielech, Mukesh Mulchandani, Luping Ding, Elke A. Rundensteiner",International Conference on Management of Data,2003
130,0,Editor's Notes,Jennifer Widom,ACM SIGMOD Record,1996,Editorial,Richard Snodgrass,TODS,2001
131,0,Automated Resolution of Semantic Heterogeneity in Multidatabases,"A. R. Hurson, Simin H. Pakzad, M. W. Bright",TODS,1994,Semantic Integration in Heterogeneous Databases using Neural Networks,"Wen-Syan Li, Chris Clifton",VLDB,VAL -
132,0,Lambda-DB : An ODMG-Based Object-Oriented DBMS,"Arvind Rajendran, David Maier, Leonidas Fegaras, Chandrasekhar Srinivasan",SIGMOD Conference,2000,"METU Object-Oriented DBMS Asuün Dođac , Budak Arpinar , Cem Evrendilek , Cetin Ozkan , Ilker Altintas , Ilker Durusoy , Mehmet Altinel , Tansel Oçokay , Yuksel Saygin",VAL -,International Conference on Management of Data,1994
133,0,A Query Language for a Web-Site Management System,"Dan Suciñu, Daniela Florescu, Alon Y. Levy, Mary F. Fernandez",ACM SIGMOD Record,1997,Catching the Boat with Strudel: Experiences with a Web-Site Management System,"Mary Fernández, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciñu",SIGMOD Conference,1998
134,0,Applying Update Streams in a Soft Real-Time Database System,"Brad Adelberg, Hector Garcia-Molina, Ben Kao",SIGMOD Conference,1995,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",VLDB,1995
135,0,ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,"P. Bruce Berra, Bhavani M. Thuraisingham, Kingsley C. Nwosu",SIGMOD Record,1995,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,"Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng",VLDB,1995
136,0,Aurora: A Data Stream Management System,"Nesime Tatbul, Daniel J. Abadi, C. Erwin, Anurag Maskey, Mitch Cherniack, Alex Rasin, Christian Convey, A. Singer, Eduardo F. Galvez, R. Yan, Ugur Çetintemel, Ying Xing, Stanley B. Zdonik, Michael Stonebraker, Donald Carney, M. Hatoun",SIGMOD Conference,2003,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996
137,0,A Logical Foundation for Deductive Object-Oriented Databases,"Mengchi Liu, Tok Wang Ling, Gillian Dobbie",ACM Trans. Database Syst.,2002,A Taxonomy for Secure Object-Oriented Databases,"Martin S. Olivier, Sebastiaan H. von Solms",TODS,1994
138,1,Zoo: A Desktop Experiment Management Environment,"Miron Livny, Yannis E. Ioannidis, Nagavamsi Ponnekanti, Shivani Gupta",VLDB,1996,Zoo: A Desktop Experiment Management Environment,"Yannis E. Ioannidis, Miron Livny, S. Gupta, Nagavamsi Ponnekanti",VLDB,1996
139,0,The Database and Information System Research Group at the University of Ulm,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record,1997,Database Research at the University of Illinois at Urbana-Champaign,"M. Winslett, K. Chang, A. Doan, J. Han, C. Zhai, Y. Zhou",ACM SIGMOD Record,2002
140,0,Online Scaling in a Highly Available Database,"Svein Erik Bratsberg, Rune Humborstad",VLDB,2001,A Scalable and Highly Available Networked Database Architecture,VAL -,VLDB,1999
141,0,The MLPQ/GIS Constraint Database System,"Yuguo Liu, Yiming Li, Pradip Kanjamala, Rui Chen, Yonghui Wang, Peter Z. Revesz",SIGMOD Conference,2000,Safe Query Languages for Constraint Databases,VAL -,TODS,1998
142,0,Combining Multi-Visual Features for Efficient Indexing in a Large Image Database,"Quan Z. Sheng, Anne H.H. Ngu, Ron Lei, Du Q. Huynh",VLDB Journal,2001,An Efficient Algorithm for Mining Association Rules in Large Databases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",VLDB,1995
143,0,Index Configuration in Object-Oriented Databases,VAL -,VLDB Journal,1994,A Taxonomy for Secure Object-Oriented Databases,"Martin S. Olivier, Sebastiaan H. von Solms",TODS,1994
144,0,Databases for Networks,H. V. Jagadish,SIGMOD Conference,1994,An Experimental Object-Based Sharing System for Networked Databases,"Doug Fang, Shahram Ghandeharizadeh, Dennis McLeod",VLDB Journal,1996
145,0,Reasoning on Regular Path Queries,"Giuseppe De Giacomo, Moshe Y. Vardi, Maurizio Lenzerini, Diego Calvanese",ACM SIGMOD Record,2003,XPath Queries on Streaming Data,VAL -,SIGMOD Conference,VAL -
146,0,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases,"Guido Moerkotte, Jens Claußen, Klaus Peithner, Alfons Kemper",VLDB Journal,1997,Versioning and Configuration Management in an Object-Oriented Data Model,VAL -,VLDB Journal,1994
147,1,"Active Storage Hierarchy , Database Systems and Applications - Socratic Exegesis","Joel H. Saltz, John Burgess, Felipe Cariño, William O'Connell",VLDB,1999,"Active Storage Hierarchy , Database Systems and Applications - Socratic Exegesis","Felipe Cariño, William O'Connell, John Burgess, Joel H. Saltz",VLDB,1999
148,0,Coalescing in Temporal Databases,"Michael D. Soo, Richard T. Snodgrass, Michael H. Böhlen",VLDB,1996,Semantic Assumptions and Query Evaluation in Temporal Databases,"Claudio Bettini, X. Sean Wang, Elisa Bertino, Sushil Jajodia",SIGMOD Conference,1995
149,1,QC-Trees : An Efficient Summary Structure for Semantic OLAP,"Laks V. S. Lakshmanan, Jian Pei, Yan Zhao",SIGMOD Conference,2003,QC-Trees : An Efficient Summary Structure for Semantic OLAP,"Laks V. S. Lakshmanan, Jian Pei, Yan Zhao",International Conference on Management of Data,VAL -
150,0,Query Decomposition and View Maintenance for Query Languages for Unstructured Data,Dan Suciù,VLDB,1996,Safe Query Languages for Constraint Databases,VAL -,TODS,1998
151,0,Minimal Probing: Supporting Expensive Predicates for Top-K Queries,"Kevin Chen-Chuan Chang, Seung-Won Hwang",SIGMOD Conference,2002,Optimizing Disjunctive Queries with Expensive Predicates,"A. Kemper, G. Moerkotte, K. Peithner, M. Steinbrunn",International Conference on Management of Data,1994
152,1,Report on Dart '96: Databases: Active and Real-Time (Concepts Meet Practice),"Nandit Soparkar, Krithi Ramamritham",ACM SIGMOD Record,1997,Report on Dart '96: Databases: Active and Real-Time (Concepts Meet Practice),"Krithi Ramamritham, Nandit Soparkar",ACM SIGMOD Record,1997
153,1,Optimization of Run-Time Management of Data Intensive Web-Sites,"Khaled Yagoub, Dan Suciñu, Alon Y. Levy, Daniela Florescu",VLDB,1999,Optimization of Run-Time Management of Data Intensive Web-Sites,"Daniela Florescu, Alon Y. Levy, Dan Suciñu, Khaled Yagoub",VLDB,1999
154,0,Efficient Testing of High Performance Transaction Processing Systems,"D. Wildfogel, Ramana Yerneni",VLDB,1997,Enterprise Transaction Processing on Windows NT,Greg Hope,SIGMOD Conference,VAL -
155,0,Warehousing Workflow Data: Challenges and Opportunities,"Umeshwar Dayal, Ming-Chien Shan, Angela Bonifati, Fabio Casati",VLDB Journal,2001,Mining System Audit Data: Opportunities and Challenges,"Wenke Lee, Wei Fan",ACM SIGMOD Record,2001
156,0,Optimizing the Secure Evaluation of Twig Queries,"Sihem Amer-Yahia, Divesh Srivastava, Sung Ran Cho, Laks V. S. Lakshmanan",VLDB,2002,Optimizing Multi-Feature Queries for Image Databases,"Ulrich Güntzer, Wolf-Tilo Balke, Werner Kießling",VLDB,2000
157,1,Real Business Processing Meets the Web,James Chong,SIGMOD Conference,1998,Real Business Processing Meets the Web,James Chong,International Conference on Management of Data,VAL -
158,1,Starts: Stanford Proposal for Internet Meta-Searching (Experience Paper),"Hector Garcia-Molina, Luis Gravano, Kevin Chen-Chuan Chang, Andreas Paepcke",SIGMOD Conference,1997,Starts: Stanford Proposal for Internet Meta-Searching,"Luis Gravano, Chen-Chuan K. Chang, Hector Garcia-A-Molina, Andreas Paepcke",International Conference on Management of Data,VAL -
159,0,Querying ATSQL Databases with Temporal Logic,"Jan Chomicki, David Toman, Michael H. Böhlen",TODS,2001,Logical Design for Temporal Databases with Multiple Granularities,"X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia",TODS,1997
160,0,Query Caching and Optimization in Distributed Mediator Systems,"Sibel Adali, Yannis Papakonstantinou, K. Selçuk Candan, V. S. Subrahmanian",SIGMOD Conference,1996,Distributed Processing over Stand-alone Systems and Applications,"Gustavo Alonso, Claus Hagen, Hans-Jörg Schek, Markus Tresch",VLDB,1997
161,0,A Framework for Providing Consistent and Recoverable Agent-Based Access to Heterogeneous in Mobile Databases,"Bharat K. Bhargava, Evaggelia Pitoura",ACM SIGMOD Record,1995,Spatial and Temporal Content-Based Access to Hypervideo Databases,"Haitao Jiang, Ahmed K. Elmagarmid",VLDB Journal,1998
162,0,Pixel-Oriented Database Visualizations,Daniel A. Keim,ACM SIGMOD Record,1996,Delaunay: A Database Visualization System,"Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang",SIGMOD Conference,1997
163,1,Materialized Views in Oracle,"Randall G. Bello, William D. Norcott, Mohamed Ziauddin, Harry Sun, Karl Dias, Alan Downing, James J. Feenan Jr., Andrew Witkowski, James L. Finnerty",VLDB,1998,"Materialized Views in Oracle Randall G. Bello, Karl Dias, Alan Downing, James J. Feenan, Jr., James L. Finnerty, William D. Norcott, Harry Sun, Andrew Witkowski, Mohamed Ziauddin Very Large Data Bases 1998",VAL -,VAL -,VAL -
164,0,A Fast Index for Semistructured Data,"Brian Cooper, Gísli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon",VLDB,2001,Query Rewriting for Semistructured Data,VAL -,SIGMOD Conference,1999
165,0,Research in Database Engineering at the University of Namur,Jean-Luc Hainaut,ACM SIGMOD Record,2003,Database Research at the University of Oklahoma,"Le Gruenwald, Leonard Brown, Ravi Dirckze, Sylvain Guinepain, Carlos Sanchez, Brian Summers, Sirirut Vanichayobon",ACM SIGMOD Record,1999
166,0,Data Stream Query Processing: A Tutorial,"Divesh Srivastava, Nick Koudas",VLDB,2003,Online Query Processing: A Tutorial,VAL -,SIGMOD Conference,VAL -
167,1,A Hypertext Query Language for Images,Li Yang,ACM SIGMOD Record,1994,A Hypertext Query Language for Images,Li Yang,ACM SIGMOD Record,1994
168,0,Qursed : Querying and Reporting Semistructured Data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",SIGMOD Conference,2002,Modelling and Querying Video Data,"Rune Hjelsvold, Roger Midtstraum",VLDB,1994
169,0,Effective Timestamping in Databases,"Christian S. Jensen, Kristian Torp, Richard T. Snodgrass",VLDB Journal,2000,Binding Propagation in Disjunctive Databases,Sergio Greco,VLDB,1998
170,0,Mining Quantitative Association Rules in Large Relational Tables,"Ramakrishnan Srikant, Rakesh Agrawal",SIGMOD Conference,1996,Data Mining with Optimized Two-Dimensional Association Rules,"Takeshi Fukuda, Yasuhiko Morimoto, Shimichi Morishita, Takeshi Tokuyama",ACM Transactions on Database Systems ( TODS ),VAL -
171,0,The Araneus Web-base Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",SIGMOD Conference,1998,A Query Language for a Web-site Management System,"Mary Fernandez, Daniela Florescu, Alon Levy, Dan Suciu",ACM SIGMOD Record,VAL -
172,0,Outerjoin Simplification and Reordering for Query Optimization,"César A. Galindo-Legaria, Arnon Rosenthal",TODS,1997,Coloring Away Communication in Parallel Query Optimization,"Waqar Hasan, Rajeev Motwani",VLDB,1995
173,1,Database Techniques for the World-Wide Web: A Survey,"Daniela Florescu, Alberto O. Mendelzon, Alon Y. Levy",ACM SIGMOD Record,1998,Database Techniques for the World-Wide Web: A Survey ACM SIGMOD Record,"Daniela Florescu, Alon Levy, Alberto Mendelzon",VAL -,1998
174,0,Mocha: A Self-Extensible Database Middleware System for Distributed Data Sources,"Manuel Rodriguez-Martinez, Nick Roussopoulos",SIGMOD Conference,2000,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996
175,0,Design and Implementation of Advanced Knowledge Processing in the KDMS Krisys (Demonstration Description),"Stefan Deßloch, Joachim Thomas, Nelson Mendonça Mattos",SIGMOD Conference,1995,The Design and Implementation of a Sequence Database System,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",VLDB,1996
176,0,Bulk-loading Techniques for Object Databases and an Application to Relational Data,"Claude Delobel, Sophie Cluet, Sihem Amer-Yahia",VLDB,1998,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases,"Jens Clausen, Alfons Kemper, Guido Moerkotte, Klaus Peithner",VLDB,1997
177,0,Timber: A Native System for Querying XML,"Laks V. S. Lakshmanan, Stelios Paparizos, Nuwee Wiwatwattana, Cong Yu, Jignesh M. Patel, H. V. Jagadish, Andrew Nierman, Divesh Srivastava, Adriane Chapman, Yuqing Wu, Shurug Al-Khalifa",SIGMOD Conference,2003,PSoup: A System for Streaming Queries over Streaming Data,"Sirish Chandrasekaran, Michael J. Franklin",VLDB Journal,VAL -
