id,label,left_Beer_Name,right_Beer_Name,left_Brew_Factory_Name,right_Brew_Factory_Name,left_Style,right_Style,left_ABV,right_ABV,left_name,left_brewery,left_primary_style,left_secondary_style,left_abv,left_is_amber,left_is_ale,left_is_lager,left_is_imperial,left_special_ingredients,right_name,right_brewery,right_primary_style,right_secondary_style,right_abv,right_is_amber,right_is_ale,right_is_lager,right_is_imperial,right_special_ingredients
256,1,Unite Red Rye Ale,Pike Unite Red Rye Ale,The Pike Brewing Company,Pike Brewing Company,American Amber / Red Ale,Amber Ale,4.60 %,4.60 %,Unite Red Rye Ale,The Pike Brewing Company,Red Ale,Amber Rye,4.6,true,true,false,false,rye,Pike Unite Red Rye Ale,Pike Brewing Company,Amber Ale,Red Rye,4.6,true,true,false,false,rye
257,0,Red Dirt Imperial Red Ale,Laguna Beach Grateful Red Imperial Red Ale,Wiley Roots Brewing Co,Laguna Beach Brewing,American Amber / Red Ale,American Strong Ale,8.20 %,11 %,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,Red Ale,Imperial,8.2,False,True,False,True,none,Laguna Beach Grateful Red Imperial Red Ale,Laguna Beach Brewing,Red Ale,Imperial,11.0,false,true,false,true,none
258,0,Lagunitas Imperial Red Ale,Pizza Port Rhino Chaser Imperial Red Ale,Lagunitas Brewing Company,Pizza Port &#40; Ocean Beach &#41;,American Amber / Red Ale,American Strong Ale,7.80 %,9.50 %,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,Red Ale,Imperial,7.8,true,true,false,true,none,Pizza Port Rhino Chaser Imperial Red Ale,Pizza Port ( Ocean Beach ),Red Ale,Imperial,9.5,false,true,false,true,none
259,0,Brewmaster 's Reserve Imperial Red Ale,Rusty Truck Stupiphany Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,Rusty Truck Brewing / Roadhouse 101,American Amber / Red Ale,American Strong Ale,9.20 %,8 %,Brewmaster's Reserve Imperial Red Ale,BJ's Chicago Pizza & Brewery Inc.,Red Ale,Imperial,9.2,true,true,false,true,none,Rusty Truck Stupiphany Imperial Red Ale,Rusty Truck Brewing / Roadhouse 101,Strong Ale,Imperial Red,8.0,true,true,false,true,none
260,0,Rhino Chaser Imperial Red Ale,Lagunitas Imperial Red Ale,Pizza Port Solana Beach,Lagunitas Brewing Company &#40; Heineken &#41;,American Amber / Red Ale,American Strong Ale,9.50 %,7.80 %,Rhino Chaser Imperial Red Ale,Pizza Port Solana Beach,Red Ale,Imperial,9.5,true,true,false,true,none,Lagunitas Imperial Red Ale,Lagunitas Brewing Company (Heineken),Red Ale,Imperial,7.8,False,True,False,True,
261,0,Batch 200 _ `` Olympus Mons Imperial Red Ale,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Due South Brewing Co. .,Edge Brewing Company,American Amber / Red Ale,American Strong Ale,9.20 %,8.50 %,Batch 200 Olympus Mons Imperial Red Ale,Due South Brewing Co.,Red Ale,Imperial,9.2,true,true,false,true,none,Edge Imperial Red Ale (Spring Seasonal),Edge Brewing Company,Red Ale,Imperial Strong,8.5,false,true,false,true,none
262,0,Red Dirt Imperial Red Ale,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Wiley Roots Brewing Co,Ballast Point Brewing Company,American Amber / Red Ale,American Strong Ale,8.20 %,10 %,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,Red Ale,Imperial,8.2,false,true,false,true,none,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,Red Ale,Imperial Bourbon Barrel-Aged,10.0,False,True,False,True,
263,0,Fresh Hop Red,Ice Harbor Double Red Ale - Fresh Hop,Liquid Mechanics Brewing Co. .,Ice Harbor Brewing Company,American Amber / Red Ale,Amber Ale,7.40 %,7 %,Fresh Hop Red,Liquid Mechanics Brewing Co.,Red Ale,Amber,7.4,true,true,false,false,none,Ice Harbor Double Red Ale - Fresh Hop,Ice Harbor Brewing Company,Red Ale,Double Amber Fresh Hop,7.0,true,true,false,false,fresh hop
264,0,Big V Amber Ale,Big Axe Maple Wheat Amber Ale,FreeWheel Brewing Company,Big Axe Brewery and B & B,American Amber / Red Ale,Amber Ale,4.00 %,5 %,Big V Amber Ale,FreeWheel Brewing Company,Red Ale,Amber,4.0,true,true,false,false,none,Big Axe Maple Wheat Amber Ale,Big Axe Brewery and B & B,Amber Ale,,5.0,true,true,false,false,"maple, wheat"
265,0,Red Rose Amber Ale,Swashbuckler Red Sea Amber Ale,Baird Brewing Company / Fishmarket Taproom,Swashbuckler Brewing Company,American Amber / Red Ale,Amber Ale,5.40 %,-,Red Rose Amber Ale,Baird Brewing Company / Fishmarket Taproom,Red Ale,Amber,5.4,true,true,false,false,none,Swashbuckler Red Sea Amber Ale,Swashbuckler Brewing Company,Amber Ale,none,,true,true,false,false,none
266,0,Hop Around Imperial Red Ale,Wynwood Fox Imperial Red Ale,Big Bay Brewing Co. .,Wynwood Brewing Company,American Amber / Red Ale,American Strong Ale,9.00 %,7.70 %,Hop Around Imperial Red Ale,Big Bay Brewing Co.,Red Ale,Imperial,9.0,true,true,false,true,none,Wynwood Fox Imperial Red Ale,Wynwood Brewing Company,Red Ale,Imperial Strong,7.7,false,true,false,true,none
267,0,Bourbon Barrel Aged Panama Red Ale,AleSmith Old Numbskull - Bourbon Barrel Aged,Flossmoor Station Restaurant & Brewery,AleSmith Brewing Company,American Amber / Red Ale,Barley Wine,7.00 %,11 %,Bourbon Barrel Aged Panama Red Ale,Flossmoor Station Restaurant & Brewery,Red Ale,American Bourbon Barrel-Aged,7.0,true,true,false,false,bourbon,AleSmith Old Numbskull - Bourbon Barrel Aged,AleSmith Brewing Company,Barley Wine,Bourbon Barrel-Aged,11.0,false,true,false,false,bourbon
