id,label,left_title,left_manufacturer,left_price,right_title,right_manufacturer,right_price,left_canonical_name,left_base_product,left_brand,left_version,left_edition,left_category,left_is_upgrade,left_platform,right_canonical_name,right_base_product,right_brand,right_version,right_edition,right_category,right_is_upgrade,right_platform,left_windows_version
107,0,tlc arthur 's kindergarten learning system 2008,encore,19.99,encore software 13871 tlc reader rabbit 1st grade learning system 2008,,17.97,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,encore software 13871 tlc reader rabbit 1st grade learning system,encore software 13871,unknown,2008,learning system,education,False,unknown,
108,0,tonka town ( jewel case ),atari,9.99,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59,tonka town,tonka town,atari,unknown,unknown,unknown,False,unknown,geometry,geometry,unknown,unknown,unknown,utility,False,"windows,mac",
109,0,punch 5 in 1 home design,punch ! software,39.99,punch software 41100 punch ! home design architectural series 18,punch software,118.99,punch 5 in 1 home design,punch,punch ! software,5 in 1,home,design,False,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
110,0,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 master collection upsell from cs1,,2054.99,creative suite cs3 web premium,creative suite,adobe,cs3,web premium,design,False,mac,cs3 master collection,creative suite,adobe,cs3,master collection,design,True,unknown,
111,0,illustrator cs3 13 mac ed 1u,adobe-education-box,199.0,adobe illustrator cs3 ( mac ),,599.0,illustrator cs3,illustrator,adobe,cs3,13,design,False,mac,illustrator cs3,creative suite,adobe,cs3,unknown,design,False,mac,
112,1,microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business ( pc ),,299.99,windows vista business,windows vista,microsoft,vista,business,operating system,False,unknown,windows vista business,windows,microsoft,vista,business,operating system,False,pc,
113,0,instant play guitar deluxe v2 .,topics entertainment,39.48,instant immersion spanish deluxe 2.0 topics,,39.99,instant play guitar deluxe v2,play guitar deluxe,topics entertainment,v2,deluxe,education,False,unknown,instant immersion spanish deluxe 2.0,instant immersion spanish,unknown,2.0,deluxe,education,False,unknown,
114,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,microsoft r18-00908 windows server 2003 client access license 20-pack ( per user ),microsoft,688.99,windows terminal server 2003 client,windows terminal server,microsoft,2003,client,operating system,False,windows,windows server 2003 client access license,windows server,microsoft,2003,client access license,operating system,False,windows,
115,0,adventure workshop 4th-6th grade 7th edition,encore software,19.99,encore software 10590 adventure workshop preschool 1st grade 7th ed sb cs by riverdeep,,17.97,adventure workshop 4th-6th grade,adventure workshop,encore software,7th,4th-6th grade,education,False,unknown,encore software adventure workshop preschool 1st grade,adventure workshop,riverdeep,7th ed sb cs,unknown,education,False,unknown,
116,0,jumpstart advanced preschool v2 .0,knowledge adventure,19.99,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure,,19.99,jumpstart advanced preschool v2 .0,jumpstart,knowledge adventure,v2.0,advanced preschool,education,False,unknown,jumpstart advanced 3rd grade,jumpstart,unknown,unknown,advanced,education,False,pc/mac,
117,1,aquarium 3-in-one collection ( win/mac ),encore software,19.99,aquarium 3-in-one limited edition ( win 95 98 me 2000 xp/mac 10.1 or higher ),,19.95,aquarium 3-in-one collection,aquarium,encore software,unknown,unknown,utility,False,windows/mac,aquarium limited edition,aquarium,unknown,3-in-one,limited,utility,False,"windows, mac",
118,0,hoyle casino ( 2007 ),encore,19.99,hoyle ( r ) card games 2007,,19.99,hoyle casino 2007,hoyle,encore,2007,unknown,utility,False,unknown,hoyle card games 2007,hoyle card games,unknown,2007,unknown,utility,False,unknown,
119,0,mcafee total protection 2007 3 users,mcafee,99.99,mtp07emb3rua mcafee total protection 2007 complete package 3 users cd mini-box wi,,86.94,mcafee total protection 2007,total protection,mcafee,2007,3 users,utility,False,unknown,mcafee total protection 2007,total protection,mcafee,2007,complete package 3 users,utility,False,,
120,0,microsoft visio standard 2007,microsoft,259.95,microsoft windows vista business full version,,249.95,visio standard 2007,visio,microsoft,2007,standard,office,False,windows,windows vista business,windows vista,microsoft,vista,business,operating system,False,windows,
121,0,adobe premiere pro cs3 upgrade,adobe,299.0,premiere pro cs3 mac,,808.15,premiere pro cs3,creative suite,adobe,cs3,pro,video editing,True,unknown,premiere pro cs3,premiere pro,adobe,cs3,unknown,design,False,mac,
122,0,procurve vpn client software unlimited client licenses,hewlett packard,,sr2116010 safenet softremote vpn client license 5 users win,,184.57,procurve vpn client software,procurve,hewlett packard,unknown,unknown,utility,False,unknown,safenet softremote vpn client,softremote vpn client,safenet,unknown,license,utility,False,windows,
123,0,adobe illustrator cs3 [ mac ],adobe,599.0,adobe indesign cs3 for mac upgrade,,205.99,illustrator cs3,illustrator,adobe,cs3,unknown,design,False,mac,indesign cs3,creative suite,adobe,cs3,unknown,design,True,mac,
124,0,punch ! home design architectural series 18,punch ! software,129.99,punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc,,45.97,punch ! home design architectural series 18,punch ! home design,punch ! software,18,architectural series,education,False,unknown,punch software 38100 punch ! super home suite complete product,punch software,unknown,38100,complete,utility,False,windows,
125,0,microsoft office 2004 professional ( mac ),microsoft,499.99,web easy ( r ) professional 6,,49.99,office 2004 professional,microsoft office,microsoft,2004,professional,office,False,mac,web easy (r) professional 6,web easy,unknown,6,professional,utility,False,unknown,
126,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft ( r ) office 2004 for mac standard edition upgrade version,,234.95,onenote 2007,onenote,microsoft,2007,unknown,office,True,windows,office 2004 standard,office,microsoft,2004,standard,office,True,mac,
127,0,adobe creative suite cs3 web premium upsell [ mac ],adobe,1399.0,adobe cs3 production premium upgrade,,822.99,creative suite cs3 web premium,creative suite,adobe,cs3,web premium,design,False,mac,cs3 production premium,creative suite,adobe,cs3,production premium,design,True,unknown,
128,0,adobe after effects 7.0 professional ( mac ),adobe,999.0,adobe after effects cs3 professional software for windows effects software,,998.95,after effects professional,after effects,adobe,7.0,professional,design,False,mac,after effects cs3 professional,after effects,adobe,cs3,professional,design,False,windows,
129,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) access 2007,,109.99,powerpoint 2004,powerpoint,microsoft,2004,upgrade,office,True,mac,access 2007,access,microsoft,2007,unknown,office,False,windows,
130,0,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp ),,85.97,lojack for laptops,computrace lojack,absolute software,3 year license,unknown,utility,False,mac,lfl-n2-36 computrace lojack,computrace,absolute software,3 year,lojack for laptops,utility,False,windows,
131,0,punch ! 5 in 1 home design,punch ! software,39.99,punch software 84100 punch ! home design architectural series 4000 v. 10.0 architectural pc,,168.97,punch ! 5 in 1 home design,punch,punch ! software,unknown,home,design,False,unknown,punch ! home design architectural series 4000 v. 10.0,punch ! home design,punch software,v. 10.0,unknown,utility,False,pc,
132,0,family tree maker version 16 essentials,encore,29.95,encore inc family tree maker 2008 platinum,,85.07,family tree maker version 16 essentials,family tree maker,encore,16,essentials,utility,False,unknown,family tree maker 2008 platinum,family tree maker,encore inc,2008,platinum,education,False,unknown,
133,0,high school advantage 2007,encore software,29.95,encore inc math advantage 2008,,33.89,high school advantage 2007,high school advantage,encore software,2007,unknown,education,False,windows,encore inc math advantage 2008,math advantage,encore inc,2008,advantage,education,False,unknown,
134,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ),adobe systems inc,,adobe premiere elements 3 and photoshop elements 5 software for windows consumer video editing software,,149.95,photoshop elements 4.0 plus premiere elements 2.0,elements,adobe,4.0,plus,design,False,windows,premiere elements 3 and photoshop elements 5,elements,adobe,3 and 5,unknown,video editing,False,windows,
135,0,adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe photoshop cs3 for mac upgrade,,189.99,indesign cs3,creative suite,adobe,cs3,unknown,design,True,mac,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,
136,1,turbocad mac 3d for mac,imsi,249.99,imsi design llc turbocad mac 3d,,204.67,turbocad mac 3d,turbocad,imsi,mac 3d,unknown,design,False,mac,turbocad mac,turbocad,imsi design llc,mac,unknown,design,False,mac,
137,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,adobe after effects professional 7 software for windows effects software,,999.0,windows xp professional,xp,microsoft,xp,professional,operating system,True,windows,after effects professional 7,after effects,adobe,7.0,professional,design,False,windows,
138,0,quicken 2007 premier,intuit,79.95,intuit inc quickbooks premier edition 2007 5 user,,1309.31,quicken 2007 premier,quicken,intuit,2007,premier,financial,False,unknown,quickbooks premier edition 2007,quickbooks,intuit inc,2007,premier,utility,False,unknown,
139,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft office 2004 software suite oem mac apple & mac software,,239.95,office & windows training professional,microsoft office,microsoft,unknown,professional,education,False,windows,microsoft office 2004 software suite,office,microsoft,2004,oem,office,False,mac,
140,1,quickbooks premier professional services edition 2007,intuit,399.95,intuit quickbooks premier professional services edition 2007 software win tax & finance software,,349.95,quickbooks premier professional services edition 2007,quickbooks,intuit,2007,professional services,utility,False,unknown,quickbooks premier professional services edition 2007,quickbooks,intuit,2007,premier,finance,False,windows,
141,0,adobe creative suite cs3 design premium upsell [ mac ],adobe,1599.0,29500244 adobe creative suite 3 design premium product upgrade package 1 user upgra,,1687.48,creative suite cs3 design premium,creative suite,adobe,cs3,premium,design,False,mac,creative suite 3 design premium,creative suite,adobe,cs3,premium,design,True,unknown,
142,0,adobe illustrator cs3 upgrade [ mac ],adobe,199.0,adobe contribute cs3 upgrade,,82.99,illustrator cs3,creative suite,adobe,cs3,upgrade,design,True,mac,adobe contribute cs3,contribute,adobe,cs3,unknown,education,True,unknown,
143,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft w87-02380 office sbe 2007 win32,,400.34,office frontpage 2003 academic,frontpage,microsoft,2003,academic,office,False,windows,office sbe 2007,office,microsoft,2007,sbe,office,False,win32,
144,0,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,visual studio test agent 2005,visual studio,microsoft,2005,test agent,education,False,windows,visual studio 2005 professional edition,visual studio,microsoft,2005,professional,office,True,unknown,
145,0,microsoft onenote 2007,microsoft,99.95,microsoft money 2007 home and business ( pc ),,89.99,onenote 2007,onenote,microsoft,2007,unknown,office,False,windows,microsoft money 2007 home and business,money,microsoft,2007,home and business,utility,False,windows,
146,0,peachtree by sage complete accounting 2007,sage software,269.99,peachtree ( r ) complete iii for dos 5.0-10 .0 continuous checks,,144.59,peachtree complete accounting 2007,peachtree,sage software,2007,complete accounting,accounting,False,unknown,peachtree complete iii,peachtree,unknown,5.0-10.0,complete iii,utility,False,dos,
147,0,math missions : the amazing arcade adventure grades 3-5,scholastic,19.99,math missions : the race to spectacle city arcade ( grades k-2 ),,8.49,math missions : the amazing arcade adventure grades 3-5,math missions,scholastic,unknown,unknown,education,False,unknown,math missions : the race to spectacle city arcade ( grades k-2 ),math missions,unknown,unknown,unknown,education,False,unknown,
148,0,acrobat professional 8 ( windows ),adobe,273.0,adobe acrobat v8 .0 professional for mac upgrade,,145.99,acrobat professional 8,acrobat,adobe,8,professional,utility,False,windows,adobe acrobat v8 .0 professional,acrobat,adobe,v8.0,professional,utility,True,mac,
