id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
104,0,the lyric language : querying constraint objects,"alexander brodsky , yoram kornatzky",SIGMOD Conference,VAL -,"themis : a database programming language handling integrity constraints v é ronique benzaken , anne doucet the VLDB Journal -- the international journal on very large data bases",VAL -,VLDB Journal,1995,,
105,1,actiview : adaptive data presentation using supersql,"motomichi toyama , yoko maeda",VAL -,2001,actiview : adaptive data presentation using supersql,"yoko maeda , motomichi toyama",VLDB,VAL -,VAL -,VLDB
106,0,distance-based indexing for high-dimensional metric spaces SIGMOD Conference,"Z. Meral Özsoyoglu, Tolga Bozkaya",VAL -,1997,The X-Tree: An Index Structure for High-Dimensional Data,"Stefan Berchtold, Daniel A. Keim, Hans-Peter Kriegel",VLDB,1996,VAL -,VLDB
107,0,Efficiently Instantiating View-Objects from Remote Relational Databases,"Gio Wiederhold, Byung Suk Lee",VAL -,1994,Efficiently Publishing Relational Data as XML Documents,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",VLDB,2000,VAL -,VLDB
108,1,dbsim : a simulation tool for predicting database performance,"craig wong, mark stokrp, mike lefler",SIGMOD Conference,1996,dbsim : a simulation tool for predicting database performance international conference on management of data 1996,"mark lefler, mark stokrp, craig wong",VAL -,VAL -,,
109,0,Report on the 8th International Workshop on Knowledge Representation Meets Databases (KRDB) 2001,"Dan Sució, Maurizio Lenzerini, Daniele Nardi, Werner Nutt",ACM SIGMOD Record,VAL -,Report on NGITS '99: The Fourth International Workshop on Next Generation Information Technologies and Systems Opher Etzion ACM SIGMOD Record 1999,VAL -,ACM SIGMOD Record,1999,,
110,0,on supporting containment queries in relational database management systems SIGMOD Conference,"guy m. lohman, david j. dewitt, qiong luo, jeffrey f. naughton, chun zhang",SIGMOD Conference,2001,querying multiple features of groups in relational databases,VAL -,VLDB,1996,,
111,0,Efficient Schemes for Managing Multiversion XML Documents,"Shu-Yao Chien, Carlo Zaniolo, Vassilis J. Tsotras",VAL -,2002,Efficient Filtering of XML Documents for Selective Dissemination of Information,"Mehmet Altinel, Michael J. Franklin",VLDB,VAL -,VAL -,VLDB
112,0,Data Extraction and Transformation for the Data Warehouse,VAL -,VAL -,1995,Data Warehouse Configuration Very Large Data Bases,"Dimitri Theodoratos , Timos K. Sellis",VLDB,VAL -,VAL -,VLDB
113,0,Weaving Relations for Cache Performance,"Mark D. Hill, Anastassia Ailamaki, David J. Dewitt, Marios Skounakis",VAL -,2001,DBSIM : A Simulation Tool for Predicting Database Performance International Conference on Management of Data,"Mark Lefler, Mark Stokrp, Craig Wong",SIGMOD Conference,VAL -,VAL -,VAL -
114,0,TREX : DTD-conforming XML to XML transformations,"Xueqing Gong, Kun Yue, Aoying Zhou, Zhimao Guo, Jianchang Xiao, Wenfei Fan, Hongwei Wu, Qing Wang, Shihui Zheng",SIGMOD Conference,2003,Composing XSL Transformations with XML Publishing Views,"Chengkai Li, Philip Bohannon, P. P. S. Narayan",International Conference on Management of Data,2003,VAL -,VAL -
115,0,reminiscences on influential papers sigmod record,"Kenneth A. Ross, Kyuseok Shim, Mary F. Fernandez",VAL -,2002,reminiscences in influential papers 1998,Richard Snodgrass,ACM SIGMOD Record,VAL -,VAL -,VAL -
116,0,"watermarking relational data : framework , algorithms and analysis vldb j.","peter j. haas, rakesh agrawal, jerry kiernan",VAL -,2003,a system for watermarking relational databases,"rakesh agrawal, peter j. haas, jerry kiernan",SIGMOD Conference,2003,VAL -,VAL -
117,0,report on the fourth international conference on flexible query answering systems,"gabriella pasi, amihai motro, patrick bosc",SIGMOD Record,2001,report on fqas 2002 : fifth international conference on flexible query answering systems acm sigmod record 2003,"amihai motro, troels andreasen",VAL -,VAL -,,
118,1,why decision support fails and how to fix it,"kevin strehlo , ralph kimball",VAL -,VAL -,"why decision support fails and how to fix it ralph kimball , kevin strehlo",VAL -,ACM SIGMOD Record,1995,VAL -,VAL -
119,0,Data Extraction and Transformation for the Data Warehouse,VAL -,VAL -,1995,Data Warehousing and OLAP for Decision Support,"Surajit Chaudhuri, Umeshwar Dayal",SIGMOD Conference,1997,VAL -,VAL -
120,0,"workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) mikael berndtsson , jörgen hansson ACM SIGMOD Record","Mikael Berndtsson, Jörgen Hansson",SIGMOD Conference,1996,report on ngits ' 99 : the fourth international workshop on next generation information technologies and systems opher etzion ACM SIGMOD Record,Opher Etzion,SIGMOD Conference,1999,VAL -,VAL -
121,0,reminiscences on influential papers sigmod record,"Kaladhar Voruganti, Renee J. Miller, Kenneth A. Ross, Flip Korn",VAL -,2002,influential papers,Ken Ross,ACM SIGMOD Record,2002,VAL -,VAL -
122,0,discover : keyword search in relational databases,"vagelis hristidis , yannis papakonstantinou",VLDB,VAL -,"data page layouts for relational databases on deep memory hierarchies anastassia ailamaki , david j. dewitt , mark d. hill the vldb journal -- the international journal on very large data bases",VAL -,VLDB Journal,2002,VAL -,VLDB Journal
123,0,Constructing the next 100 database management systems,"Andreas Geppert, Klaus R. Dittrich",SIGMOD Record,1994,Data Grid Management Systems,"Arun Jagatheesan, Arcot Rajasekar",International Conference on Management of Data,VAL -,VAL -,VAL -
124,1,views in a large-scale xml repository,VAL -,VLDB Journal,VAL -,views in a large-scale xml repository,VAL -,VLDB Journal,2002,,
125,1,Automata theory for XML researchers SIGMOD Record,Frank Neven,SIGMOD Conference,2002,Automata theory for XML researchers Frank Neven 2002,VAL -,ACM SIGMOD Record,VAL -,VAL -,VAL -
126,0,"infomaster : an information integration system arthur m. keller , michael r. genesereth , oliver m. duschka sigmod conference","Arthur M. Keller, Michael R. Genesereth, Oliver M. Duschka",SIGMOD Conference,1997,Environmental Information Systems Oliver G. Nöther ACM SIGMOD Record,Oliver G. Nöther,ACM SIGMOD Record,1997,,
127,0,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",VLDB,1999,"investigation of algebraic query optimisation techniques for database programming languages alexandra poulovassilis , carol small very large data bases 1994",VAL -,VAL -,VAL -,,
128,0,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross","Theodore Johnson, Amr El Abbadi, Richard T. Snodgrass, Kenneth A. Ross",ACM SIGMOD Record,VAL -,reminiscences on influential papers,Kenneth A. Ross,ACM SIGMOD Record,2003,,
129,0,adapting materialized views after redefinitions,"Ashish Gupta , Inderpal Singh Mumick , Kenneth A. Ross",SIGMOD Conference,VAL -,Rainbow : Multi-XQuery Optimization Using Materialized XML Views,"Xin Zhang , Katica Dimitrova , Ling Wang , Maged El Sayed , Brian Murphy , Bradford Pielech , Mukesh Mulchandani , Luping Ding , Elke A. Rundensteiner",SIGMOD Conference,2003,,
130,0,editor's notes,Jennifer Widom,SIGMOD Record,VAL -,Editorial,Richard Snodgrass,ACM Transactions on Database Systems (TODS),2001,VAL -,VAL -
131,0,Automated resolution of semantic heterogeneity in multidatabases,"A. R. Hurson, Simin H. Pakzad, M. W. Bright",ACM Trans. Database Syst.,1994,Semantic integration in heterogeneous databases using neural networks 1994,"Wen-Syan Li, Chris Clifton",Very Large Data Bases,VAL -,,
132,0,lambda-db : an odmg-based object-oriented dbms,"arvind rajendran , david maier , leonidas fegaras , chandrasekhar srinivasan",SIGMOD Conference,VAL -,"metu object-oriented dbms asuman dogac , budak arpinar , cem evrendilek , cetin ozkan , ilker altintas , ilker durusoy , mehmet altinel , tansel okay , yuksel saygin",VAL -,VAL -,VAL -,,
133,0,"a query language for a web-site management system dan suciu , daniela florescu , alon y. levy , mary f. fernandez",VAL -,SIGMOD Record,VAL -,catching the boat with strudel : experiences with a web-site management system,"mary fernández , daniela florescu , jaewoo kang , alon levy , dan suciu",International Conference on Management of Data,1998,,
134,0,Applying Update Streams in a Soft Real-Time Database System,"Brad Adelberg, Hector Garcia-Molina, Ben Kao",SIGMOD Conference,VAL -,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",VLDB,1995,,
135,0,ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,"P. Bruce Berra, Bhavani M. Thuraisingham, Kingsley C. Nwosu",VAL -,VAL -,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,"Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng",VLDB,1995,,
136,0,Aurora: A Data Stream Management System,"Nesime Tatbul, Daniel J. Abadi, C. Erwin, Anurag Maskey, Mitch Cherniack, Alex Rasin, Christian Convey, A. Singer, Eduardo F. Galvez, R. Yan, Ugur Çetintemel, Ying Xing, Stanley B. Zdonik, Michael Stonebraker, Donald Carney, M. Hatoun",SIGMOD Conference,2003,The Mariposa Distributed Database Management System,Jeff Sidell,ACM SIGMOD Record,1996,,
137,0,A logical foundation for deductive object-oriented databases,"Mengchi Liu , Tok Wang Ling , Gillian Dobbie",ACM Trans. Database Syst.,VAL -,A taxonomy for secure object-oriented databases,"Martin S. Olivier , Sebastiaan H. von Solms",ACM Trans. Database Syst.,1994,,
138,1,zoo : a desktop experiment management environment,"miron livny , yannis e. ioannidis , nagavamsi ponnekanti , shivani gupta",VAL -,1996,"zoo : a desktop experiment management environment yannis e. ioannidis , miron livny , s. gupta , nagavamsi ponnekanti",VAL -,Very Large Data Bases,1996,VLDB,VLDB
139,0,The Database and Information System Research Group at the University of ULM SIGMOD Record,"Peter Dadam, Wolfgang Klas",VAL -,1997,Database Research at the University of Illinois at Urbana-Champaign,"M. Winslett, K. Chang, A. Doan, J. Han, C. Zhai, Y. Zhou",ACM SIGMOD Record,2002,VAL -,VAL -
140,0,online scaling in a highly available database,"Svein Erik Bratsberg, Rune Humborstad",VLDB,2001,a scalable and highly available networked database architecture,"Roger Bamford, Rafiul Ahad, Angelo Pruscino",Very Large Data Bases,1999,VLDB,VAL -
141,0,The MLPQ/GIS Constraint Database System SIGMOD Conference,"Yuguo Liu, Yiming Li, Pradip Kanjamala, Rui Chen, Yonghui Wang, Peter Z. Revesz",SIGMOD Conference,2000,Safe Query Languages for Constraint Databases Peter Z. Revesz ACM Transactions on Database Systems (TODS),VAL -,ACM Transactions on Database Systems (TODS),1998,VAL -,VAL -
142,0,Combining Multi-Vision Features for Efficient Indexing in a Large Image Database,"Quan Z. Sheng, Anne H.H. Ngu, Ron Lei, Du Q. Huynh",VAL -,2001,An Efficient Algorithm for Mining Association Rules in Large Databases Very Large Data Bases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",VLDB,1995,VAL -,VLDB
143,0,index configuration in object-oriented databases,VAL -,VAL -,VAL -,a taxonomy for secure object-oriented databases,"Martin S. Olivier, Sebastiaan H. von Solms",ACM Transactions on Database Systems (TODS),1994,VAL -,VAL -
144,0,databases for networks 1994,h. v. jagadish,SIGMOD Conference,VAL -,"an experimental object-based sharing system for networked databases doug fang , shahram ghandeharizadeh , dennis mcleod the vldb journal -- the international journal on very large data bases",VAL -,VLDB Journal,1996,,
145,0,reasoning on regular path queries,"Giuseppe De Giacomo, Moshe Y. Vardi, Maurizio Lenzerini, Diego Calvanese",ACM SIGMOD Record,2003,"XPath Queries on Streaming Data Feng Peng , Sudarshan S. Chawathe",VAL -,SIGMOD Conference,2003,VAL -,VAL -
146,0,Optimizing queries with universal quantification in object-oriented and object-relational databases,"Guido Moerkotte, Jens Claußen, Klaus Peithner, Alfons Kemper",VLDB Journal,1997,Versioning and configuration management in an object-oriented data model,Edward Sciore,VLDB Journal,1994,,
147,1,"active storage hierarchy , database systems and applications",VAL -,VAL -,1999,"active storage hierarchy , database systems and applications - socratic exegesis felipe cariño o , william o'connell , john burgess , joel h. saltz","felipe cariño o, william o'connell, john burgess, joel h. saltz",VLDB,1999,VAL -,VLDB
148,0,"coalescing in temporal databases michael d. soo , richard t. snodgrass , michael h. böhlen","Michael D. Soo, Richard T. Snodgrass, Michael H. Böhlen",VAL -,1996,semantic assumptions and query evaluation in temporal databases international conference on management of data,"Claudio Bettini, X. Sean Wang, Elisa Bertino, Sushil Jajodia",SIGMOD Conference,1995,VAL -,VAL -
149,1,qc-trees : an efficient summary structure for semantic olap,"Laks V. S., Jian Pei, Yan Zhao",SIGMOD Conference,2003,qc-trees : an efficient summary structure for semantic olap,"Laks V. S., Jian Pei, Yan Zhao",SIGMOD Conference,2003,VAL -,VAL -
150,0,query decomposition and view maintenance for query languages for unstructured data,dan suciu,VLDB,VAL -,safe query languages for constraint databases peter z. revesz acm transactions on database systems ( TODS ),VAL -,VAL -,1998,,
151,0,minimal probing : supporting expensive predicates for top-k queries sigmod conference,"kevin chen-chuan chang , seung-won hwang",SIGMOD Conference,2002,"optimizing disjunctive queries with expensive predicates a. kemper , g. moerkotte , k. peithner , m. steinbrunn",VAL -,International Conference on Management of Data,1994,,
152,1,Report on Dart '96: Databases: Active and Real-time (Concepts Meet Practice),VAL -,VAL -,VAL -,Report on Dart '96: Databases: Active and Real-time (Concepts Meet Practice),"Krithi Ramamritham, Nandit Soparkar",ACM SIGMOD Record,1997,VAL -,VAL -
153,1,"optimization of run-time management of data intensive web-sites khaled yagoub , dan suciu , alon y. levy , daniela florescu vldb 1999",VAL -,VAL -,VAL -,"optimization of run-time management of data intensive web-sites daniela florescu , alon y. levy , dan suciu , khaled yagoub","daniela florescu, alon y. levy, dan suciu, khaled yagoub",Very Large Data Bases,1999,,
154,0,efficient testing of high performance transaction processing systems,"D. Wildfogel, Ramana Yerneni",VLDB,VAL -,enterprise transaction processing on windows nt,Greg Hope,SIGMOD Conference,VAL -,,
155,0,warehousing workflow data : challenges and opportunities,"Umeshwar Dayal , Ming-Chien Shan , Angela Bonifati , Fabio Casati",VAL -,2001,mining system audit data : opportunities and challenges,VAL -,ACM SIGMOD Record,2001,VLDB,VAL -
156,0,Optimizing the Secure Evaluation of Twig Queries,"Sihem Amer-Yahia, Divesh Srivastava, Sungran Cho, Laks V. S. Lakshmanan",VAL -,2002,Optimizing Multi-Feature Queries for Image Databases,"Ulrich Güentzer, Wolf-Tilo Balke, Werner Kieöling",VLDB,VAL -,VLDB,VAL -
