id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year,left_vldb,right_vldb
122,0,Discover: Keyword Search in Relational Databases,"Vagelis Hristidis, Yannis Papakonstantinou",VLDB,VAL -,Data Page Layouts for Relational Databases on Deep Memory Hierarchies,VAL -,VLDB Journal,2002,,
123,0,Constructing the Next 100 Database Management Systems,VAL -,ACM SIGMOD Record,1994,Data Grid Management Systems 2003,"Arun Jagatheesan, Arcot Rajasekar",SIGMOD Conference,VAL -,VAL -,VAL -
124,1,Views in a Large-scale XML Repository,VAL -,VLDB Journal,2002,Views in a Large-scale XML Repository,"Vincent Aguilar, Sophie Cluet, Tova Milo, Pierangelo Veltri, Dan Vodislav",VLDB Journal,2002,,
125,1,Automata Theory for XML Researchers,Frank Neven,VAL -,2002,Automata Theory for XML Researchers,VAL -,ACM SIGMOD Record,VAL -,,
126,0,infomaster,VAL -,SIGMOD Conference,1997,environmental information systems,Oliver G&#252;ther,ACM SIGMOD Record,1997,,
127,0,Implementation of Two Semantic Query Optimization Techniques in DB2 Universal Database,"K. Bernhard Schiefer, Fred Koo, T. Y. Cliff Leung, Linqi Liu, Jarek Gryz, Xiaoyan Qian, Qi Cheng",VLDB,1999,Investigation of Algebraic Query Optimisation Techniques for Database Programming Languages,VAL -,VAL -,VAL -,,
128,0,Reminiscences on Influential Papers,VAL -,ACM SIGMOD Record,VAL -,Reminiscences on Influential Papers,Kenneth A. Ross,ACM SIGMOD Record,2003,VAL -,VAL -
129,0,Adapting Materialized Views After Redefinitions,"Ashish Gupta, Inderpal Singh Mumick, Kenneth A. Ross",SIGMOD Conference,VAL -,Rainbow: Multi-XQuery Optimization Using Materialized XML Views,VAL -,International Conference on Management of Data,2003,,
130,0,editor's notes,Jennifer Widom,ACM SIGMOD Record,VAL -,editorial,Richard Snodgrass,TODS,2001,VAL -,VAL -
131,0,Automated Resolution of Semantic Heterogeneity in Multidatabases,"A.R. Hurson, Simin H. Pakzad, M.W. Bright",ACM Trans. Database Syst.,1994,Semantic Integration in Heterogeneous Databases Using Neural Networks,VAL -,Very Large Data Bases,VAL -,,
132,0,Lambda-db: An ODMG-Based Object-Oriented DBMS,"Arvind Rajendran, David Maier, Leonidas Fegaras, Chandrasekhar Srinivasan",SIGMOD Conference,VAL -,Metu Object-Oriented DBMS,VAL -,International Conference on Management of Data,1994,,
133,0,a query language for a web-site management system,VAL -,ACM SIGMOD Record,VAL -,catching the boat with strudel : experiences with a web-site management system,"Mary Fern&#225;ndez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu",SIGMOD Conference,VAL -,,
134,0,Applying Update Streams in a Soft Real-Time Database System,"Brad Adelberg, Hector Garcia-Molina, Ben Kao",SIGMOD Conference,VAL -,Index Concurrency Control in Firm Real-Time Database Systems,"Brajesh Goyal, Jayant R. Haritsa, S. Seshadri, V. Srinivasan",VLDB,1995,,
135,0,ACM Multimedia '94 Conference Workshop on Multimedia Database Management Systems,VAL -,ACM SIGMOD Record,1995,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,"Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng",Very Large Data Bases,VAL -,,
136,0,Aurora: A Data Stream Management System,"Nesime Tatbul, Daniel J. Abadi, C. Erwin, Anurag Maskey, Mitch Cherniack, Alex Rasin, Christian Convey, A. Singer, Eduardo F. Galvez, R. Yan, Ugur Çetintemel, Ying Xing, Stanley B. Zdunik, Michael Stonebraker, Donald Carney, M. Hatoun",SIGMOD Conference,2003,The Mariposa Distributed Database Management System,Jeff Sidell,VAL -,1996,,
137,0,A Logical Foundation For Deductive Object-Oriented Databases,VAL -,VAL -,VAL -,A Taxonomy For Secure Object-Oriented Databases,"Martin S. Olivier, Sebastiaan H. Von Solms",ACM Transactions On Database Systems (TODS),1994,VAL -,VAL -
138,1,Zoo: A Desktop Experiment Management Environment,"Miron Livny, Yannis E. Ioannidis, Nagavamsi Ponnekanti, Shivani Gupta",VAL -,1996,Zoo: A Desktop Experiment Management Environment,VAL -,Very Large Data Bases,1996,,
139,0,The Database and Information System Research Group at the University of Ulm,"Peter Dadam, Wolfgang Klas",ACM SIGMOD Record,1997,Database Research at the University of Illinois at Urbana-Champaign,"M. Winslett, K. Chang, A. Doan, J. Han, C. Zhai, Y. Zhou",ACM SIGMOD Record,2002,VAL -,VAL -
140,0,Online Scaling in a Highly Available Database,VAL -,VLDB,2001,A Scalable and Highly Available Networked Database Architecture,VAL -,Very Large Data Bases,1999,,
141,0,MLPQ/GIS Constraint Database System,"Yuguo Liu, Yiming Li, Pradip Kanjamala, Rui Chen, Yonghui Wang, Peter Z. Revesz",SIGMOD Conference,2000,Safe Query Languages for Constraint Databases,VAL -,TODS,1998,VAL -,VAL -
142,0,Combining Multi-Visual Features For Efficient Indexing In A Large Image Database,"Quan Z. Sheng, Anne H.H.Ngu, Ron Lei, Du Q. Huynh",VAL -,2001,An Efficient Algorithm For Mining Association Rules In Large Databases Very Large Data Bases,"Ashoka Savasere, Edward Omiecinski, Shamkant B. Navathe",Very Large Data Bases,1995,,
143,0,index configuration in object-oriented databases,VAL -,VLDB Journal,1994,a taxonomy for secure object-oriented databases,"Martin S. Olivier, Sebastiaan H. Von Solms",TODS,1994,,
144,0,Databases for Networks,H. V. Jagadish,SIGMOD Conference,VAL -,An Experimental Object-Based Sharing System for Networked Databases,VAL -,VLDB Journal,1996,,
145,0,Reasoning on Regular Path Queries,"Giuseppe De Giacomo, Moshe Y. Vardi, Maurizio Lenzerini, Diego Calvanese",ACM SIGMOD Record,2003,XPath Queries on Streaming Data,VAL -,SIGMOD Conference,2003,VAL -,VAL -
146,0,Optimizing queries with universal quantification in object-oriented and object-relational databases,VAL -,VLDB,1997,Versioning and configuration management in an object-oriented data model,Edward Sciore,VLDB Journal,1994,,
147,1,Active Storage Hierarchy,"Felipe Carino, William O'Connell, John Burgess, Joel H. Saltz",VLDB,1999,Active Storage Hierarchy,"Felipe Carino, William O'Connell, John Burgess, Joel H. Saltz",VLDB,1999,,
148,0,Coalescing in Temporal Databases,VAL -,VLDB,1996,Semantic Assumptions and Query Evaluation in Temporal Databases,"Claudio Bettini, X. Sean Wang, Elisa Bertino, Sushil Jajodia",SIGMOD Conference,1995,,
149,1,QC-Trees: An Efficient Summary Structure for Semantic OLAP,VAL -,SIGMOD Conference,VAL -,QC-Trees: An Efficient Summary Structure for Semantic OLAP,VAL -,International Conference on Management of Data,VAL -,,
150,0,Query decomposition and view maintenance for query languages for unstructured data,Dan Suciu,VLDB,VAL -,Safe query languages for constraint databases,Peter Z. Revesz,ACM Transactions on Database Systems (TODS),1998,,
151,0,Minimal Probing: Supporting Expensive Predicates for Top-K Queries,"Kevin Chen-Chuan Chang, Seung-Won Hwang",VAL -,2002,Optimizing Disjunctive Queries with Expensive Predicates,VAL -,SIGMOD Conference,1994,,
152,1,report on dart '96: databases: active and real-time (concepts meet practice),VAL -,VAL -,VAL -,report on dart '96: databases: active and real-time (concepts meet practice) 1997,"krithi ramamritham, nandit soparkar",ACM SIGMOD Record,VAL -,,
153,1,Optimization of Run-Time Management of Data Intensive Web-Sites,VAL -,VAL -,VAL -,Optimization of Run-Time Management of Data Intensive Web-Sites,"Daniela Florescu, Alon Y. Levy, Dan Suciu, Khaled Yagoub",VLDB,1999,,
154,0,efficient testing of high performance transaction processing systems,"d wildfogel, ramana yerneni",vldb,VAL -,enterprise transaction processing on windows nt,greg hope,SIGMOD Conference,1995,VLDB,VAL -
155,0,Warehousing Workflow Data,"Umeshwar Dayal, Ming-Chien Shan, Angela Bonifati, Fabio Casati",VAL -,2001,Mining System Audit Data,VAL -,ACM SIGMOD Record,2001,,
156,0,Optimizing the Secure Evaluation of Twig Queries,"Sihem Amer-Yahia, Divesh Srivastava, Sungran Cho, Lakshmanan",VAL -,2002,Optimizing Multi-Feature Queries for Image Databases,VAL -,Very Large Data Bases,VAL -,,
157,1,Real Business Processing Meets the Web,VAL -,SIGMOD Conference,VAL -,Real Business Processing Meets the Web,James Chong,International Conference on Management of Data,1998,,
158,1,starts: stanford proposal for internet meta-searching,"Hector Garcia-Molina, Luis Gravano, Kevin Chen-Chuan Chang, Andreas Paepcke",SIGMOD Conference,1997,starts: stanford proposal for internet meta-searching,"Luis Gravano, Chen-Chuan K. Chang, Hector Garcia-Molina, Andreas Paepcke",International Conference on Management of Data,VAL -,VAL -,VAL -
159,0,Querying atSQL Databases with Temporal Logic,"Jan Chomicki, David Toman, Michael H. Böhlen",ACM Transactions on Database Systems (TODS),VAL -,Logical Design for Temporal Databases with Multiple Granularities,"X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia",ACM Transactions on Database Systems (TODS),1997,,
160,0,Query caching and optimization in distributed mediator systems,VAL -,SIGMOD Conference,VAL -,Distributed processing over stand-alone systems and applications,"Gustavo Alonso, Claus Hagen, Hans-Jörg Schek, Markus Tresch",VLDB,1997,,
161,0,A Framework for Providing Consistent and Recoverable Agent-Based Access to Heterogeneous Mobile Databases,VAL -,ACM SIGMOD Record,VAL -,Spatial and Temporal Content-Based Access to Hypervideo Databases,"Haitao Jiang, Ahmed K. Elmagarmid",VLDB Journal,1998,,
162,0,Pixel-Oriented Database Visualizations,Daniel A. Keim,ACM SIGMOD Record,VAL -,Delaunay: A Database Visualization System,"Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang",SIGMOD Conference,1997,VAL -,VAL -
163,1,Materialized Views in Oracle,"Randall G. Bello, William D. Norcott, Mohamed Ziauddin, Harry Sun, Karl Dias, Alan Downing, James J. Feenan Jr., Andrew Witkowski, James L. Finnerty",VLDB,1998,Materialized Views in Oracle,VAL -,Very Large Data Bases,1998,,
164,0,A Fast Index for Semistructured Data,"Brian Cooper, Gísli R. Hjaltason, Michael J. Franklin, Neal Sample, Moshe Shadmon",VLDB,2001,Query Rewriting for Semistructured Data,VAL -,SIGMOD Conference,1999,,
165,0,Research in Database Engineering at the University of Namur,Jean-Luc Hainaut,ACM SIGMOD Record,2003,Database Research at the University of Oklahoma,"Le Gruenwald, Leonard Brown, Ravi Dirckze, Sylvain Guinepain, Carlos Sanchez, Brian Summers, Sirirut Vanichayobon",ACM SIGMOD Record,1999,VAL -,VAL -
166,0,Data Stream Query Processing,"Divesh Srivastava, Nick Koudas",VAL -,2003,Online Query Processing,VAL -,SIGMOD Conference,VAL -,,
167,1,A Hypertext Query Language For Images,VAL -,ACM SIGMOD Record,1994,A Hypertext Query Language For Images,Li Yang,ACM SIGMOD Record,1994,VAL -,VAL -
168,0,Qursed: Querying and Reporting Semistructured Data,VAL -,SIGMOD Conference,VAL -,Modelling and Querying Video Data,"Rune Hjelsvold, Roger Midtstraum",Very Large Data Bases,1994,,
169,0,Effective Timestamping in Databases,VAL -,VLDB Journal,2000,Binding Propagation in Disjunctive Databases,Sergio Greco,Very Large Data Bases,1998,,
170,0,Mining Quantitative Association Rules in Large Relational Tables,VAL -,SIGMOD Conference,1996,Data Mining with Optimized Two-Dimensional Association Rules,"Takeshi Fukuda, Yasuhiko Morimoto, Shimichi Morishita, Takeshi Tokuyama",ACM Transactions on Database Systems (TODS),VAL -,,
171,0,The Araneus Web-Based Management System,"Giansalvatore Mecca, Paolo Merialdo, Alessandro Masci, Paolo Atzeni, Giuseppe Sindoni",VAL -,1998,A Query Language for a Web-Site Management System,"Mary Fernandez, Daniela Florescu, Alon Levy, Dan Suciu",ACM SIGMOD Record,VAL -,,
172,0,Outerjoin simplification and reordering for query optimization,"César A. Galindo-Legaria, Arnon Rosenthal",ACM Trans. Database Syst.,1997,Coloring away communication in parallel query optimization,VAL -,Very Large Data Bases,1995,,
173,1,Database Techniques for the World-Wide Web: A Survey,"Daniela Florescu, Alberto O. Mendelzon, Alon Y. Levy",ACM SIGMOD Record,VAL -,Database Techniques for the World-Wide Web: A Survey,"Daniela Florescu, Alon Levy, Alberto Mendelzon",ACM SIGMOD Record,1998,,
174,0,Mocha: A Self-extensible Database Middleware System for Distributed Data Sources,"Rodriguez-Martinez Manuel, Roussopoulos Nick",SIGMOD Conference,2000,The Mariposa Distributed Database Management System,Sidell Jeff,ACM SIGMOD Record,1996,,
175,0,Design and Implementation of Advanced Knowledge Processing in the KDMS Krisys,VAL -,SIGMOD Conference,1995,The Design and Implementation of a Sequence Database System,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",VLDB,1996,,
176,0,Bulk-Loading Techniques For Object Databases And An Application To Relational Data,VAL -,VAL -,VAL -,Optimizing Queries With Universal Quantification In Object-Oriented And Object-Relational Databases,"Jens Clau&#223;en, Alfons Kempe, Guido Moerkotte, Klaus Peithner",Very Large Data Bases,1997,,
177,0,Timber: A Native System for Querying XML,VAL -,SIGMOD Conference,2003,Psoup: A System for Streaming Queries over Streaming Data,"Sirish Chandrasekaran, Michael J. Franklin",VLDB Journal,2003,VAL -,VLDB Journal
178,0,datablitz: a high performance main-memory storage manager,VAL -,VLDB,1998,"high-performance and scalability through application tier, in-memory data management",VAL -,VLDB,2000,,
179,0,The Trigs Active Object-Oriented Database System,VAL -,ACM SIGMOD Record,VAL -,The CCube Constraint Object-Oriented Database System,"Alexander Brodsky, Victor E. Segal, Jia Chen, Paval A. Exarkhopoulo",SIGMOD Conference,1999,,
180,0,Data Bubbles for Non-Vector Data: Speeding-Up Hierarchical Clustering in Arbitrary Metric Spaces,VAL -,VLDB,2003,Data Bubbles: Quality Preserving Performance Boosting for Hierarchical Clustering,"Markus M. Breunig, Hans-Peter Kriegel, Peer Kr&#246;ger, J&#246;rg Sander",SIGMOD Conference,2001,,
181,0,On-line Warehouse View Maintenance,VAL -,SIGMOD Conference,VAL -,Algorithms for Deferred View Maintenance,"Latha S. Colby, Timothy Griffin, Leonid Libkin, Inderpal Singh Mumick, Howard Trickey",International Conference on Management of Data,1996,,
182,0,Efficient and Effective Metasearch for Text Databases Incorporating Linkages Among Documents,"Weiyi Meng, Clement T. Yu, King-Lup Liu, Wensheng Wu",SIGMOD Conference,VAL -,Efficient and Cost-Effective Techniques for Browsing and Indexing Large Video Databases,VAL -,International Conference on Management of Data,VAL -,,
183,0,Optimization of Constrained Frequent Set Queries,"Laks V.S. Lakshmanan, Alex Pang, Raymond T. Ng, Jiawei Han",SIGMOD Conference,1999,Efficient Dynamic Mining of Constrained Frequent Sets,"Laks V.S. Lakshmanan, Carson Kai-Sang Leung, Raymond T. Ng",ACM Transactions on Database Systems (TODS),2003,,
184,0,an introduction to spatial database systems,Ralf Hartmut Güting,VAL -,1994,query optimization in compressed database systems,"Zhiyuan Chen, Johannes Gehrke, Flip Korn",SIGMOD Conference,2001,VLDB Journal,VAL -
185,0,Design Principles For Data-intensive Web Sites,"Piero Fraternali, Stefano Paraboschi, Stefano Cerri",ACM SIGMOD Record,1999,Roadrunner: Automatic Data Extraction From Data-intensive Web Sites,VAL -,VAL -,VAL -,,
186,0,Tavant System Architecture for Sell-Side Channel Management,VAL -,VLDB,2001,LORE: A Database Management System for Semistructured Data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record,1997,,
187,1,3D Geographic Network Displays,"Taosong He, Stephen G. Eick, Kenneth C. Cox",ACM SIGMOD Record,1996,3D Geographic Network Displays,"Kenneth C. Cox, Stephen G. Eick, Taosong He",VAL -,VAL -,,
188,0,Exploratory Mining and Pruning Optimizations of Constrained Association Rules,"Alex Pang, Jiawei Han, Raymond T. Ng, Lakshmanan VAL -",SIGMOD Conference,VAL -,Mining Generalized Association Rules Very Large Data Bases,"Ramakrishnan Srikant, Rakesh Agrawal",VLDB,1995,,
189,0,Processing Complex Aggregate Queries Over Data Streams,"Alin Dobra, Johannes Gehrke, Rajeev Rastogi, Minos N. Garofalakis",SIGMOD Conference,2002,Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,VAL -,VLDB,VAL -,,
190,0,Join Synopses for Approximate Query Answering,VAL -,SIGMOD Conference,1999,ICICLES: Self-Tuning Samples for Approximate Query Answering,"Venkatesh Ganti, Mong-Li Lee, Raghu Ramakrishnan",Very Large Data Bases,VAL -,VAL -,VLDB
191,1,minimization of tree pattern queries,"sihem amer-yahia, divesh srivastava, laks v. s. lakshmanan, sungran cho",SIGMOD Conference,2001,minimization of tree pattern queries,VAL -,International Conference on Management of Data,VAL -,,
192,0,Call For Book Reviews,Karl Aberer,ACM SIGMOD Record,VAL -,Book Review Column Karl Aberer ACM SIGMOD Record,VAL -,ACM SIGMOD Record,2003,VAL -,VAL -
193,0,The Generalized Pre-grouping Transformation: Aggregate-query Optimization in the Presence of Dependencies,VAL -,VLDB,2003,SQL Query Optimization: Reordering for a General Class of Queries,VAL -,SIGMOD Conference,VAL -,VLDB,VAL -
194,0,The X-Tree: An Index Structure for High-Dimensional Data,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",VLDB,VAL -,A Fast Index for Semistructured Data,"Brian Cooper, Neal Sample, Michael J. Franklin, Gisli R. Hjaltason, Moshe Shadmon",Very Large Data Bases,2001,,
195,0,Databases for Networks,H. V. Jagadish,SIGMOD Conference,VAL -,Database Principles,Leonid Libkin,ACM SIGMOD Record,2003,VAL -,VAL -
196,0,Secure Transaction Processing in Firm Real-Time Database Systems,VAL -,SIGMOD Conference,1997,Applying Update Streams in a Soft Real-Time Database System,"B. Adelberg, H. Garcia-Molina, B. Kao",SIGMOD Conference,1995,,
